pattern1
occurrence1
36.0000000000,  46.0000000000
36.0000000000,  65.0000000000
36.0000000000,  73.0000000000
37.0000000000,  53.0000000000
37.0000000000,  63.0000000000
37.5000000000,  66.0000000000
37.5000000000,  69.0000000000
38.0000000000,  53.0000000000
38.0000000000,  63.0000000000
38.0000000000,  65.0000000000
38.0000000000,  73.0000000000
38.5000000000,  63.0000000000
38.5000000000,  69.0000000000
39.0000000000,  46.0000000000
39.0000000000,  63.0000000000
39.0000000000,  69.0000000000
39.7500000000,  61.0000000000
39.7500000000,  70.0000000000
40.0000000000,  53.0000000000
40.0000000000,  58.0000000000
40.0000000000,  61.0000000000
40.0000000000,  70.0000000000
41.0000000000,  51.0000000000
41.0000000000,  61.0000000000
41.0000000000,  67.0000000000
41.0000000000,  70.0000000000
42.0000000000,  44.0000000000
42.0000000000,  68.0000000000
42.0000000000,  77.0000000000
43.0000000000,  56.0000000000
43.0000000000,  66.0000000000
43.5000000000,  69.0000000000
43.5000000000,  72.0000000000
44.0000000000,  56.0000000000
44.0000000000,  66.0000000000
44.0000000000,  68.0000000000
44.0000000000,  77.0000000000
44.5000000000,  66.0000000000
44.5000000000,  72.0000000000
45.0000000000,  49.0000000000
45.0000000000,  66.0000000000
45.0000000000,  72.0000000000
45.7500000000,  65.0000000000
45.7500000000,  73.0000000000
46.0000000000,  56.0000000000
46.0000000000,  61.0000000000
46.0000000000,  65.0000000000
46.0000000000,  73.0000000000
47.0000000000,  55.0000000000
47.0000000000,  65.0000000000
47.0000000000,  71.0000000000
47.0000000000,  73.0000000000
48.0000000000,  48.0000000000
48.0000000000,  72.0000000000
48.0000000000,  80.0000000000
49.0000000000,  60.0000000000
49.0000000000,  70.0000000000
49.5000000000,  73.0000000000
49.5000000000,  76.0000000000
50.0000000000,  60.0000000000
50.0000000000,  70.0000000000
50.0000000000,  72.0000000000
50.0000000000,  80.0000000000
50.5000000000,  70.0000000000
50.5000000000,  76.0000000000
51.0000000000,  53.0000000000
51.0000000000,  70.0000000000
51.0000000000,  76.0000000000
51.7500000000,  69.0000000000
51.7500000000,  77.0000000000
52.0000000000,  60.0000000000
52.0000000000,  65.0000000000
52.0000000000,  69.0000000000
52.0000000000,  77.0000000000
53.0000000000,  53.0000000000
53.0000000000,  60.0000000000
53.0000000000,  69.0000000000
53.0000000000,  77.0000000000
53.0000000000,  89.0000000000
